prompt,answer,f1
"Its provisions are generally explained in the Liber Pontificalis. However, they have been considered false, and are probably the result of the author's intention to show that this bishop was following the provisions of St. Peter, associated with the government of the church still in the life of the apostle. For example, the establishment of the parishes is mentioned and the appointment of 25 priests is related to the same number of titles existing in Rome at the end of the 5th century, resulting in a way of justifying its existence. On the other hand, to whom the Liber calls Anaclet attributes the construction and adornment of a place of prayer and memory to Peter and a place of burial for the Roman bishops buried on the side of the apostle.
-----
Question: How many priests were in Rome at the end of the 5th century?
Answer: 25
-----
Question: How many priests appointed Anacletus according to the Liber Pontificalis?
Answer: 25
-----
Question: How was Anaclet's arrangements considered?
Answer:",fake,0.0
"The Associated Press news agency and the British Movietone archive have begun to add to their respective YouTube accounts up to 550,000 historical videos, with more than a million minutes in total. The largest ever upload of great-time videos spans events from 1895 to now, from politics to sport, through fashion, science, leisure... Among the hundreds of thousands of videos uploaded to YouTube, we can discover images of the Woodstock Festival (1969), a report on the murder of Martin Luther King, the landing of Apollo 11 on the Moon, the release of Nelson Mandela and the man in front of the tanks in Sanmen Square Square Square Square Square Square Square Square Square Square (1941), and the most famous images of the Japanese attack.
-----
Question: How many historical videos have been uploaded to the platform?
Answer: Up to 550,000
-----
Question: How are the videos that will be added to Youtube?
Answer:",historical,0.0
"The president of Junts pel Sí and former vice-president of the parliament, Lluís Corominas, has formally announced that he left the first line of political activity and that, directly or indirectly, he renounced any political responsibility from the 21-D. In an emotional press conference from the parliament, Corominas has said goodbye after fourteen years in the parliament, for nine of which he has been vice-president. Previously, he was mayor of Castellar del Vallès, for twelve years, and has also occupied a few positions in the old Convergència, mainly in the territorial field. Corominas has recalled that in 2015 he would not be running again, and has attributed it to a meditation that he has not been offered to the political entities of the Catalan government. I also think that they are going there, and that they are going to the so that they are going to the political group.
-----
Question: How many years has Lluís Corominas remained in parliament?
Answer: 14
-----
Question: What will Lluís Corominas resign from 21-D?
Answer: to any political responsibility
-----
Question: Where was Lluís Corominas mayor for twelve years?
Answer:",Castellar of the Vallès,0.6666666666666666
"Habitat loss due to agriculture has also contributed to its decline, although this is no longer such a significant factor, as the rhinoceros lives only in two nationally protected parks. The deterioration of habitats has hindered the recovery of rhino populations that had been victims of poaching. Even with all the efforts being made to protect it, the survival forecasts of the rhinoceros are bad. Since populations are limited to two small areas, they are very vulnerable to disease and blood problems. Conservation geneticists estimate that a population of centrhinoceros would be necessary to preserve the species’ genetics.
-----
Question: How many rhinos would it take to preserve the genetic diversity of the species?
Answer: one hundred rhinos
-----
Question: What contributed to its decline?
Answer: Habitat loss
-----
Question: What has hindered habitat deterioration?
Answer: the recovery of rhino populations
-----
Question: Where does the rhino live?
Answer:",in two parks,0.0
"At the turn of the 19th century to the 20th century, several newspapers were founded in the village. In 1895 a group of young people made the biweekly humorous newspaper La Trumpet. Then appeared the humorous Chantecler and La sembra in 1910. In 1911 the first non-humorous newspaper, the critic La Selva; and in 1917 the Regionalist Center, Renovation, and in the 1920s the monthly Joventut. These newspapers evidenced the cultural dynamism around the turn of the century, but none of these headings reached the civil war. Before entering the 20th century, Llagostera had the cultural elements that would mark the character of the municipality of the following decades.
-----
Question: How many newspapers were founded in the village at the turn of the 19th century to the 20th century?
Answer: several
-----
Question: Who made the humorous newspaper La Trumpet?
Answer: a group of young people from the village
-----
Question: What did Llagostera count before entering the twentieth century?
Answer: with the cultural elements that would mark the character of the municipality in the following decades
-----
Question: What was the newspaper Joventut?
Reply : Monthly
-----
Question: When did the group of young people of the town make the newspaper La Trumpet?
Answer:",1895 – 1895,0.5
"Physicians in the Third Reich knew that smoking can cause heart disease, considered the most serious of all those that may originate from tobacco. The use of nicotine was sometimes considered responsible for the increase in cases of myocardial infarction throughout the country. In the last years of World War II, researchers considered nicotine as one of the factors behind coronary infarcts that had a significant amount of military personnel on the Eastern Front. A pathologist from the Heer examined twenty-two young soldiers who had died of myocardial infarction on the front and documented in 1944 that they were all ""enthusive reporters"". In the opinion of the first, Franz Buchner, cigarian, cited the disease as ""aintumologist"".
-----
Question: How many young soldiers does the Heer pathologist examine?
Answer: 22
-----
Question: What did the doctors of the Third Reich know?
Answer: Smoking can cause heart disease
-----
Question: What had the twenty-two young soldiers killed?
Answer: Myocardial Infarction
-----
Question: Where did the twenty-two young soldiers of myocardial infarction die?
Answer:",on the front,0.5
"In the last attempt, in 1285, the French entered the territory of Roussillon Jaume II de Mallorca, brother of Peter the Great, who by covenant was obliged to leave his way free. Despite the alignment of his king with the French, the population of Roussillon resisted the Crusader invasion. The first battles with the Crusaders took place at the siege of Salses, where three assaults were needed to conquer the citadel. Only the fortresses of La Roca and Les Cluses were left for free, and the citizens revolted in Perpignan closing the doors to the Crusaders after the French withdrawal of the Pyrenees, but finally they were prevented from surrendering, while the siege of the Catalans was finally caused by a siege.
-----
Question: How many assaults did it take to conquer the citadel?
Answer: three
-----
Question: Who were the gates in Perpignan closed to?
Answer: to the Croats
-----
Question: What was James II obliged to do?
Answer: to leave your way free
-----
Question: Where did the French come in?
Answer:",through the Roussillon territory,0.0
"The first time that Picasso saw a work of Velázquez face to face was during the summer of 1895, when he visited the Museo del Prado at the age of thirteen, on a trip between A Coruña and Malaga. According to Picasso himself, “I had the opportunity to face, for the first time, my idols. They were waiting for me at the Museo del Prado. Since then, I was fixed on the retinas, in an obsessive way, the painting of Velázquez Las Meninas. I think that I already took, even in the subconscious, the decision to make my version of Las Meninas. They are now a donation of the characters of El Bufecas, and to the people who are in Barcelona.
-----
Question: How old was Picasso when he first saw a work of Velázquez?
Answer: thirteen
-----
Question: In which museum did Picasso see for the first time a work of Velázquez?
Reply : Museo del Prado
-----
Question: What picture was fixed in the retinas to Picasso according to himself?
Answer: Las Meninas
-----
Question: Which characters did Picasso make a couple of sketches during his visit to the Prado Museum?
Answer:",The Bufó Calabacillas and The boy of Vallecas,0.15384615384615383
"The 17 elderly immigrants who have arrived in Mallorca and Menorca this week have been released. There is no place, no way or time to move them to any internment center for foreigners (CIE) and return them, then, to Algeria, from where most of them flee. Of the 54 immigrants arrived in the Ibiza on six boats in recent days, only 30 will have a place in the peninsula. Tomorrow they will leave with a plane rented by the Spanish government delegation. The others will remain on the streets. As is mandatory, they will make a temporary identification of one month so that they can remain in the Spanish state.
-----
Question: How many immigrants have arrived in the Ibiza in the last few days?
Answer: 54
-----
Question: Where do most immigrants leave?
Answer:",Algeria,1.0
"The Major of the Mossos d’Esquadra, Josep Lluís Trapero, has addressed a letter to all the members of the body, in which he thanks them for the work they have done in the management of the attack and tells them that they have become a reference for citizens and the authorities. ‘Despite the shock that a situation like this causes, each and every one of the mossos i bites reacted in an exemplary way’, he says. He adds that the author of the attack on La Rambla was killed in Subirats ‘another action governed by professionalism’, and praises the previous work in view of the possibility that there was an attack. We had prepared for this moment to be the same and for the actions of the actions of the injured. We have also thanked the leaders for the actions of the actions that have been carried out.
-----
Question: How many officers were injured as a result of the attacks?
Answer: 14
-----
Question: How do you say in the letter that the agents reacted to the situation?
Answer: in an exemplary way
-----
Question: What did Trapero thank the members of the mossos in a letter?
Answer:",the work they have done in managing the attack,0.5217391304347825
"Stop Mother Mortum has distributed this Friday 11,000 copies of free newspapers with proposals on asylum for the elections of the 28-A. The action has begun at 7 am and has taken place at the metro stops of Plaza Catalunya, the station of Sants, Plaza de España, Fabra i Puig and the Diagonal Campus. The initiative seeks to make visible the “lack of political will” to address issues such as refuge, maritime rescue or the externalization of borders. After analyzing all political programs, the platform requires the parties to develop the regulations of the Law of asylum, pending since 2009, ending the expulsions and externization policies of hot from the borders and Cétimíí citizens, as well as they would allow the right to access to the country of asylum seekers to the legal immigrants and the situation in the country of Marí.
-----
Question: How many copies of free newspapers have they distributed?
Answer: 11.000
-----
Question: What law do you require the regulation to be developed?
Answer: Asylum Act
-----
Question: What time has the action started?
Answer:",at 7 am,0.8
"At the end of the avenue and at the foot of the mountain, the famous Magic Fountain of Montjuïc was built, designed by Carles Buïgas, which astounded the public for its fantastic play of lights and water springs; even today it is an emblematic work of the Catalan capital, where pyromusical shows are usually held at the Mercè festivities. It is ellipsoidal, formed by three concentric ponds at different levels, with 65 m in diameter in its widest part. Powered by an engine of 1,100 hp, it has a flow of 2600 l/s, with thirty different water games, with its gradual color, blue, built by five technical colors.
-----
Question: How many different water games does the Magic Fountain of Montjuïc have?
Answer: thirty
-----
Question: Whose work is the Magic Fountain of Montjuïc?
Answer:","Carles Buïgas, Spain",0.8
"Andorra will open, in the first quarter of 2020, a new sexual and reproductive information service, where women who are determined to voluntarily interrupt pregnancy will be able to know what options they have to do so; always outside Andorra, since this practice is totally prohibited in the country. The objective is to centralize in a single point the care that until now was distributed among different departments. Although the person responsible for the service will be a midwife or a specialized nurse, nine professionals from different disciplines have been trained in this field. Among them will be a lawyer, who can resolve doubts and advise on legal issues.
-----
Question: How many professionals have been trained to pay attention to this service?
Answer: New
-----
Question: What service will Andorra open?
Answer:",Sexual and Reproductive Information Service,0.23529411764705882
"Fluorite is used for a wide variety of activities although it is a difficult mineral to work due to its fragility. The main uses are metallurgy, ceramics and the chemical industry; it is also used in the optical industry and by lapidaries. Fluoespar, the name by which fluorite is called when processed or in large quantities, is divided into three different degrees: acid, ceramic and metallurgical. The main use of fluorite has been the production of hydrofluoric acid, essential material in the manufacture of synthetic cryolite and aluminum fluoride for the aluminum industry, and many other applications such as well as a flux of welding in the chemical products, is also used in the manufacture of glazed materials.
-----
Question: How many different degrees is the fluospar divided?
Answer: three
-----
Question: What makes fluorite a difficult mineral to work with?
Answer: its fragility
-----
Question: What are the main uses of fluorite?
Answer: metallurgy, ceramics and chemical industry; also used in optical industry and lapidary
-----
Question: What is fluorite used for?
Answer:",for a wide variety of activities,0.0
"The reverse is more characteristic of the species. In both sexes the reverse is gray, with no orange lunules typical of some species of the genus Polyommatus and Aricia, although they may be there but concealed with gray coloration. Forewings with a slightly curved 6-point post-discal strip and an elongated one in the cell, in some specimens barely visible. Later wings with an even more curved post-discal one, consisting of a total of 8 or 9 points, a point more in the disc region of S7 and a last one in the cell; the latter can be difficult to appreciate depending on the individual.
-----
Question: How many points make up the postdiscal wing?
Answer: 8 or 9 points
-----
Question: How is the fringe of the forewings?
Answer: 6 point postdisk slightly curved
-----
Question: What is the most characteristic of the species?
Answer: The reverse
-----
Question: What color is the reverse of both sexes?
Answer:",gray,0.15384615384615385
"Die tote Stadt is the most famous work of this composer born in Brno (1897) but educated in Vienna, where his father Julius was an influential music critic. He was twenty-three years old when Die tote Stadt was successfully premiered, but soon had to join the diaspora provoked by Nazism and settled in Los Angeles. Here he created an important school as a film musician, but his previous successes were forgotten in Europe.
-----
Question: How old was he when the opera was first performed?
Answer: 23 years
-----
Question: What was your father's name?
Answer: Julius
-----
Question: Where was the composer born?
Reply : Brno
-----
Question: In which city were you educated?
Answer:",Vienna Vienna Vienna,0.5
"Given the Mexican topography, in Mexico there are few very extensive rivers or natural lakes. The most important rivers are the Lerma River, which rises in the Toluca basin, fills the Lake of Chapala, the largest in Mexico, and flows into the Pacific Ocean. The Pánuco River rises in the Altiplano, crosses the Sierra Madre Oriental and flows into the Gulf of Mexico. The Balsas River drains the Depression of the Balsas and other regions of the southern Mexican Plateau, crosses the Sierra Madre del Sur and empties into the Pacific Ocean, to the south. The Grijalva and the Ucinsumas form a system of Cusapas, which are the largest part of the Papasánánánánánánánánánánánánáná, and the largest part of the Lagoon.
-----
Question: How many natural lakes are there in Mexico?
Answer: Few
-----
Question: What drains the Balsas River?
Answer: the Depression of the Balsas and other regions of the southern Mexican Plateau
-----
Question: Where does the Lerma River originate?
Answer: Toluca basin
-----
Question: Which is the largest lake in Mexico?
Answer: Chapala Lake
-----
Question: Which ocean does the Lerma River flow into?
Answer:",Pacific,0.0
"Of Jupiter's satellites, eight are regular satellites with prograde and nearly circular orbits that are not very inclined with respect to the Jovian equatorial plane. Four of these eight are the Galilean satellites, which are almost spherical due to their planetary mass, and would be considered at least dwarf planets if they were in direct orbit around the Sun. The other four (Metis, Adrastea, Amalthea and Thebe) are much smaller and closer to Jupiter, and are source of the dust that constitutes their rings. The remaining moons are irregular satellites, the prograde and retrograde orbits that are far removed from the planet and have not yet officially been captured from the moons.
-----
Question: How many satellites of Jupiter are regular?
Answer: eight
-----
Question: How would at least Galilean satellites be considered if they were in solar orbit?
Answer: dwarf planets
-----
Question: How are the Galilean satellites?
Answer: Almost spherical
-----
Question: What are the rest of Jupiter's moons?
Answer:",irregular satellites,0.0
"Since 2010 local and international media have echoed the large number of robberies that take place in the Barcelona suburb of FMB. In 2010 the Mossos d'Esquadra received 60 daily complaints for robberies in the metro, especially on the L3 and the L4 summer, and in 2011 about 150 robberies a day with a total of 3,700 stolen in the first quarter. According to the Japanese chancellery one in three Japanese people visiting Barcelona have been victims of robbery in the metro.
-----
Question: How many Japanese who visit Barcelona have been robbed?
Answer: one in three
-----
Question: What have been echoed by local and international media in the suburban of Barcelona?
Answer: from the large number of thefts
-----
Question: Where are thefts mostly occurring?
Answer: on L3 and in summer L4
-----
Question: How many complaints did the Mossos receive in 2010?
Answer:",60 daily complaints,0.8
"Ricardo Costa, former secretary general of the Valencian PP, testified yesterday in the court number 17 of Valencia for the case of the Formula 1 campaign, in which he involved even more the former president of the Generalitat Francisco Camps. Costa explained that the businessman José Mayor Oreja, brother of the former minister of Aznar, paid him 150,000 euros in black for 'the Mariano [Rajoy] campaign. Mayor Oreja, was representative of the construction company FCC, who received the award of one of the works of the Formula 1 circuit. The court investigates whether this payment, in fact of 500 euros, was a commission to get the work related to the ex-vice, was the president Mayor before he received the prize. According to the great one of the president.
-----
Question: How much money does Ricardo Costa claim to have paid him in black Mayor Oreja?
Answer: 150,000 euros
-----
Question: Who gave a statement to the court number 17 in Valencia?
Response: Ricardo Costa
-----
Question: Which builder was awarded one of the works on the Formula 1 circuit?
Answer:",FCC _ FCC,0.5
"In 1773 the Xuetes appointed a group of six deputies, popularly known as wigs for the luxurious adornment they carried in their efforts, to address King Charles III demanding full social and legal equality with the rest of Majorca. The Court agreed to consult the Mallorcan institutions, which opposed in a frontal and determined way the claims of the descendants of the converts. All this led to a long and expensive process, in which the parties put their arguments on the table in a passionate way. The documents that attest to them are proof of the extent to which the discrimination was profound with the roots and of the equal demands of their xeverance.
-----
Question: How many Members appointed the Xuetes?
Answer: six
-----
Question: Who opposed the aspirations of convert descendants?
Answer: Majorcan institutions
-----
Question: What was agreed from the Court?
Answer: consult Mallorcan institutions
-----
Question: What did the parties put on the table?
Answer: your arguments
-----
Question: When did the Xuetes appoint a group of six Members?
Answer:",1777,0.0
"Tyrannosauroids were bipedal carnivores, like most theropods, and were characterized by numerous bony characters, especially from the skull and pelvis. At first, tyrannosauroids were small predators endowed with long arms with three fingers. Late Cretaceous genera reached a much larger size, including some of the largest terrestrial predators that have ever existed, but most late genera had relatively small arms with only two fingers. Primitive feathers have been found in Dilong, a primitive tyrannosauroid from China, which could have been present in other tyrannosauroids.
-----
Question: How many fingers did tyrannosauroids have?
Answer: two
-----
Question: How were tyrannosauroids at first?
Answer: small predators equipped with long arms with three fingers
-----
Question: In which specimen of tyrannosauroids have primitive feathers been found?
Answer:",Dilong,0.33333333333333337
"Interested as a young man in sculpture, Moore's artistic career spans sixty years. He received diverse influences, from carvings of the native peoples of Africa and pre-Columbian America to avant-garde movements such as cubism and surrealism, which he met in Paris during the 1920s and 1930s. However, Moore did not abandon himself entirely to any particular current, but sought a path of his own, based on the observation of nature, the landscape and the human figure, which was translated into vital works of great humanity, which fit into one of his most famous maxims: ""Being an artist is to believe in life"".
-----
Question: How many years of career do you have?
Answer: sixty
-----
Question: What did Moore look for?
Answer: Own path
-----
Question: What sizes influenced him?
Answer:",of the native peoples,0.3333333333333333
"The handwritten, in its current state, begins with a fragment of the list of Hebrew names, which occupies the first column of the obverse of folio 1. The other column of this folio is occupied by a miniature of the four symbols of the evangelists, today slightly erased. The miniature is oriented so that the book must be turned 90 degrees to examine it. The theme of the four symbols of the evangelists is present from the beginning to the end of the work: they are almost always represented together, with the aim of highlighting and affirming the unity of the message of the four gospels.
-----
Question: How many degrees does the book have to rotate to examine the thumbnail?
Answer: 90 Degrees
-----
Question: How does handwritten start in its current state?
Answer: With a fragment from the list of Hebrew names
-----
Question: How long does the list of Hebrew names take?
Answer:",the first column on the obverse of folio 1,0.5263157894736842
"Twelve Catalan entities of social importance present the Report on the political situation and the violation of fundamental rights in Catalonia. The document is intended to explain to human rights organizations of the rest of the world the current political moment in our country and the violations of fundamental rights that, in the opinion of the entities, are committed against the democratic and peaceful process towards the independence of Catalonia. The document, of five pages in English, will be presented in the Espai Vilaweb (c / Ferlandina, 43 bajos, Barcelona) today at 7 pm in an act open to everyone. The report contains seven sections: Institutional Tradition of Catalonia, Recognition of Catalonia as a nation, The 2006 sentence and the rejection of the Spanish Rebuig 2010, will also be respected by the members of the political defense of the state.
-----
Question: How many paragraphs does the document contain?
Answer: seven
-----
Question: What does the Spanish state do not respect according to the conclusions of the report?
Answer: freedom of expression and opinion
-----
Question: Where will the document produced by the twelve Catalan entities be presented?
Answer:",at Espai Vilaweb,0.28571428571428575
"After a complicated production, The Empire Strikes Back was released on May 21, 1980. At first it received mixed reviews, although since its release it has gained points to become the most critically acclaimed film in the series and one of the highest rated films of all time. The film has grossed over 538 million dollars worldwide between its original release and multiple reprints. Considering the adjustment due to inflation, it is the 12th highest-grossing film in the United States and Canada of all time until 2012.
-----
Question: How much money has the film collected?
Answer: over 538 million dollars
-----
Question: How was the production?
Answer: complicated
-----
Question: What position is among the highest grossing films in the United States and Canada until 2012?
Answer:",12th,1.0
"A life for the Tsar tells the historical fact of the autoimmolation in 1613 of the intrepid peasant Ivan Sussanin to prevent the Polish army from killing Michael I, the first tsar of the newly elected Romanov dynasty at the age of sixteen by the Assembly of the Boyars. A fact that had been engraved in popular memory for centuries and that had reawakened in the conscience of the Russian people with the Patriotic War of 1812. In the opera, the Poles appear depicted as the enemies of the Russian people, which excited the fanaticism of the attendees against the Polish independenceism subjected brutally only a few years before, an audience that during the whole performance showed its lowest incants ever set foot in the Polish scene.
-----
Question: How old was Michael I when he was elected Tsar?
Answer: sixteen
-----
Question: Who is autoimmolated?
Answer: intrepid peasant Ivan Sussanin
-----
Question: Why was Ivan Sussanin self-immolated?
Answer: To prevent the Polish army from killing Michael I
-----
Question: Which dynasty did Michael I belong to?
Answer: Romanov dynasty
-----
Question: When did Ivan Sussanin autoimmolate?
Answer:",1613,1.0
"Generally he made four to eight preliminary drawings, where he designed the composition of the painting. Sometimes he used a grid to regulate the accuracy of the proportions. Once in the painting, he calculated each line and established the limits of the shapes and volumes, as well as the position of the figures and other elements of the work, all according to geometric proportions – especially by using the golden section – often subdividing the width and height into thirds and quarters. In general, in his compositions he established first the line of the horizon, which used to place two fifths of the canvas. The arrangement is usually orthogonal, with the point of the differing, and usually delimiting of the horizons, where they were placed in the flatness.
-----
Question: How many preliminary drawings did you make?
Answer: four to eight
-----
Question: What is often the axis of the composition?
Answer:",the sun,0.0
"The same year Kennedy's death friends and family founded the Robert F. Kennedy Center for Justice and Human Rights. Based in Washington DC and New York, its goal was to create a dynamic memorial for the murdered Senator and to be an observatory for social justice and defense of international human rights. It annually offers three awards related to human rights, and has two programs aimed at promoting these rights and investing money in fair trade. It has a franchise in Europe based in Florence (Italy).
-----
Question: How many awards does the Robert F. Kennedy Center for Justice and Human Rights offer for human rights?
Answer: three
-----
Question: Who founded the Robert F. Kennedy Center for Justice and Human Rights?
Answer: friends and family
-----
Question: Where is the headquarters of the Robert F. Kennedy Center for Justice and Human Rights?
Answer: Washington DC and New York
-----
Question: Where does the Robert F. Kennedy Center for Justice and Human Rights have a franchise?
Answer: In Europe
-----
Question: When was the Robert F. Kennedy Center for Justice and Human Rights founded?
Answer:",The same year Kennedy died,0.0
"In April 1816, Gherardini presented himself to another contest organized by the impresario Angelo Petracchi, who had obtained a four-year contract at La Scala, where Italian poets were invited to send their works to the company, pledging to use them for works that would be composed in the following seasons. The libretto entitled Avviso ai giudici, sent by Gherardini to Petracchi, was an early version of La gazza ladra. The drama attracted the poet Vincenzo Monti, a member of the Commission, who appreciated the development of the action, the well-spologged characters and the situations of effect. Suignada was offered by Gherardini's incident, which was based on the April 25, 1815 novella Tharme-Cayre, which was based on the story of Lauberie's theatre.
-----
Question: How many years did Angelo Petracchi get a contract at La Scala?
Answer: four
-----
Question: Who sent the libretto entitled Avviso ai giudici?
Reply : Gherardini
-----
Question: When was Gherardini presented to another competition organized by Angelo Petracchi?
Reply: April 1816
-----
Question: What genre does La pie voleuse belong to?
Answer:","""mélo-historique""",0.0
"The Islands have begun to return to the markets to obtain financing, agreeing credit operations with four banks, worth 178 million euros. This allows the government to begin to dissociate itself from the liquidity mechanisms of the Spanish state. The government explains that these extraordinary loans arranged avoid having to resort to funds and liquidity mechanisms of the Spanish state, as provided for in the multi-year debt plan. The Ministry of Finance and Public Administrations has informed it of this in a statement. These operations to arrange extraordinary credits have been agreed with Caixabank, Banca March, Colonya Caixa d’Estalvis de Pollença and BBVA and, are destintined, on one hand, to obtain the aid of the affected by a flood, in an importing of the 5 million million euros, to the affected by the supply of this ordinance of the urban compensation.
-----
Question: How many banks have the Islands arranged credit operations with?
Answer: four
-----
Question: What is the amount spent on compensating the victims of the floods in the Llevant region of Mallorca?
Answer: 45 Million
-----
Question: What financial institutions have the islands agreed to with?
Answer:","Caixabank, Banca March, Colonya Caja de Ahorros de Pollença and BBVA",0.761904761904762
"With the capital invested by the partners, the company began a strong expansion. During the year 1564 pass two to five presses, in 1565 install the sixth, and at the beginning of 1566 the seventh, counting at the end with 33 operators, between printers, boxers and proofreaders. From the beginning of the society until the 28 of August of 1567, La Compagnie publishes 209 books, distributed among the booksellers of Antwerp, the Parisian market and the fairs of Frankfort, mostly books of easy exit as classic authors, devotional books and emblems (collection of parables accompanied by illustrations), also published in the same way as the humanist painters, Juan Vémânímèvelois, and only in the first editions of the poets of the book of the Spanish poets.
-----
Question: How many books did La Compagnie publish until August 28, 1567?
Reply : 209
-----
Question: Who is the author of Florum, et coronariarum odoratarumque nonnullarum herbarum historia?
Answer: Rembert Dodoens
-----
Question: How were the editions of the Bible that edited La Compagnie?
Answer: in Hebrew and Greek
-----
Question: What year went from two to five presses?
Answer:",1564 – 1564,0.3333333333333333
"Lawyer Ben Emmerson has announced that tomorrow the verdict of the UN Working Group on Arbitrary Detentions on Political Prisoners would be known. He has convened a press conference at 17.30 in London to explain the decision of the United Nations body, which comes more than a year after the filing of the lawsuit will be known. “The long awaited decision of the UN Working Group on Arbitrary Detention will be announced and discussed at a press conference in London tomorrow. Details: Wednesday 29 May, at 17:30 at the Law Society, 113 Chancery Lane, London WC2A 1PL — Benmmerson (BenEmmerson) May 28, The year in Strasbourg Working Group would be very binding on the grounds that it would be called upon the three major human rights to be upheld.
-----
Question: How many times a year does the Working Group on Arbitrary Detention meet?
Answer: three
-----
Question: How is the verdict of the Working Group on Arbitrary Detention?
Answer:",binding binding binding,0.0
"Each CaCl2 mole dissociates by giving a Ca2+ mole and 2 Cl− moles. In total, if the dissociation is complete, for each dissolved mole 3 are formed in solution and the collective property would increase by three times. In solution, therefore, there are more particles than the dissolved ones initially because part of them have dissociated into ions. However, the electrolytes do not dissociate completely, only partially, and it is necessary to determine what the degree of dissociation is in order to calculate the Van’t Hoff factor.
-----
Question: How many moles in solution are formed for each CaCl2 mole?
Answer: 3
-----
Question: Why are there more particles in a solution than initially dissolved ones?
Answer: because some of these have been dissociated into ions
-----
Question: How much would collective property increase when three moles are dissolved?
Answer: Three times
-----
Question: How many particles are in solution?
Answer:",more particles than initially dissolved ones,0.0
"Specialists in Astronomy of the University of Valencia who have participated in the international collaboration 'Event Horizon Telescope' (EHT), formed by three hundred and forty-seven experts who obtained the first image of a black hole last April, have received the Breakthrough Prize in Fundamental Physics, endowed with three million dollars and one of the most prestigious in the world. Among them, Rebecca Azulay and Ivan Martí Vidal, of the Department of Astronomy and Astrophysics of the University of Valencia, as reported by the academic institution in a statement. On April 10, 2019, EHT showed the world the first image of a black hole. In particular, the massive hole Messenúbers located in the Black Instrument of the Astronomy has been awarded to the most sensitive of the project of the Astronomy of the Eutronomics Foundation of the Eutronomics Foundation of Astronomy. 87 million million million people of the project of the Astronomy of the Astronomy of Astronomy of the center of Astronomy.
-----
Question: How many experts have participated in the international collaboration 'Event Horizon Telescope'?
Answer: three hundred and forty-seven
-----
Question: When was the first picture of a black hole made public?
Reply : April 10, 2019
-----
Question: Which department do Rebecca Azulay and Ivan Martí belong to?
Answer:",Department of Astronomy and Astrophysics of the University of Valencia,1.0
"The painter Fernández de Navarrete had a disease that left him deaf at the age of three, which caused him to be unable to learn oral language. However, it is known that he learned to express himself through the sign language and knew how to read and write, in addition to having acquired a wide culture, necessary for his profession. He was educated in the Jerome monastery of La Estrella in San Asensio (La Rioja) by friar Vicente de Santo Domingo, who probably used an incipient sign language that since the Middle Ages was used in monastic communities forced to vote of silence. In the time of Navarre was believed that a bedict had developed Pedro Ponce, the first linguistic code.
-----
Question: How old was Navarrete when he became deaf?
Answer: three
-----
Question: Who educated the painter?
Reply: Fray Vicente de Santo Domingo
-----
Question: What could Navarrete not learn?
Answer: Oral language
-----
Question: Where was Navarrete educated?
Answer:",at the monastery of La Estrella in San Asensio,0.7777777777777777
"The Atlantic hurricane database (HURDAT) officially recognizes six tropical cyclones during the 1911 Atlantic hurricane season. Only three attained hurricane status, with winds of 121 km/h or higher. The third hurricane of the season was the most intense storm with a minimum central pressure of 972 hPa. A week after its dissipation, another hurricane was formed that reached the same wind speed as the cyclone that preceded it, but with unknown atmospheric pressure. The three weak tropical depressions that developed remained under the force of the first storm; the first storm of October 4 was formed, and the storm that developed in the last year of August.
-----
Question: How many tropical cyclones does the F-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-T recognize recognize recognize the 1911 Atlantic hurricane season?
Answer: six
-----
Question: How many tropical cyclones achieved hurricane status?
Answer: three
-----
Question: When did the last tropical storm of the year occur?
Answer:",31st of October,0.0
"In 1906, she organized a girls' club that she considered as a substitute for granddaughters, the ""Angel Fish and Aquarium Club"".[citation needed] She had around a dozen members between 10 and 16 years old.[citation needed] She carted with the ""Angel Fish"" girls and invited them to concerts and the theatre, and to play.[citation needed] In 1908, she wrote that the club was the ""chief jewel of her life"".[citation needed].
-----
Question: How many members did you have?
Answer: a dozen
-----
Question: What was the name of the club?
Author/s: Angel Fish and Aquarium Club
-----
Question: What did you organize in 1906?
Answer: a girls club
-----
Question: What did I invite them to?
Answer:","concerts and the theater, and to play",0.4444444444444444
"The North American Indian consists of twenty volumes illustrated with photographs, each accompanied by a portfolio with additional photogravures. The volumes are organized by tribes and cultural areas, and cover the territory of the United States from the Great Plains in the Pacific, the west coast of Canada and Alaska. The set contains 4,000 pages of illustrated text with 1,500 photographs and 700 more large format photographs in the portfolios.
-----
Question: How many volumes does The North American Indian have?
Answer: twenty
-----
Question: What accompanies each volume of The North American Indian?
Answer: a portfolio
-----
Question: How many pages of text are there in The North American Indian?
Answer: 4,000
-----
Question: How many photos are in The North American Indian?
Answer:",3.500,0.0
