prompt,answer,f1,predictions
"El president de Junts pel Sí i ex-vice-president del parlament, Lluís Corominas, ha anunciat formalment que deixava la primera línia de l'activitat política i que, directament o indirecta, renunciava a qualsevol responsabilitat política a partir del 21-D.   En una emotiva roda de premsa des del parlament, Corominas s'ha acomiadat després de catorze anys al parlament, durant nou dels quals n'ha estat vice-president. Anteriorment, va ser batlle de Castellar del Vallès, durant dotze anys, i també ha ocupat uns quants càrrecs a l'antiga Convergència, principalment en l'àmbit territorial. Corominas ha recordat que el 2015 ja va anunciar que no es tornaria a presentar, i ho ha atribuït a una decisió meditada que no tenia a veure amb tot aixòque ha passat a la política catalana darrerament. També ha agraït que li haguessin ofert d'anar a la llista de Junts per Catalunya que encapçala Carles Puigdemont. Ha recordat els consellers i líders de les entitats sobiranistes que són a la presó, especialment Meritxell Borràs, Jordi Turull, Josep Rull i Joaquim Forn, amb qui té lligams personals. 'Cada dia quan em llevo hi penso, hi penso tot el dia i tothora i desitjo que de seguida surtin de la presó perquè és injust que hi siguin.' Corominas tornarà a exercir d'advocat, però no ha aclarit si la seva tasca es relacionaria d'alguna manera amb la política.
----
Pregunta: Quants anys ha romàs Lluís Corominas al parlament?
Resposta: catorze
----
Pregunta: A què renunciarà Lluís Corominas a partir del 21-D?
Resposta: a qualsevol responsabilitat política
----
Pregunta: On va ser batlle Lluís Corominas durant dotze anys?
Resposta:",Castellar del Vallès,0.8571428571428571,Avantatges: Castellar del Vallès
"La pèrdua d'hàbitat a causa de l'agricultura també ha contribuït al seu declivi, tot i que aquest ja no és un factor tan significatiu, car el rinoceront només viu en dos parcs sota protecció nacional. La deterioració dels hàbitats ha obstaculitzat la recuperació de les poblacions de rinoceronts que havien estat víctimes de la caça furtiva. Fins i tot amb tots els esforços que es fan per protegir-lo, les previsions de supervivència del rinoceront són dolentes. Com que les poblacions estan limitades a dues àrees petites, són molt vulnerables a les malalties i als problemes de consanguinitat. Els geneticistes de la conservació estimen que caldria una població de cent rinoceronts per preservar la diversitat genètica de l'espècie.
----
Pregunta: Quants rinoceronts caldria per preservar la diversitat genètica de l'espècie?
Resposta: cent rinoceronts
----
Pregunta: Què ha contribuït al seu declivi?
Resposta: La pèrdua d'hàbitat
----
Pregunta: Què ha obstaculitzat la deterioració dels hàbitats?
Resposta: la recuperació de les poblacions de rinoceronts
----
Pregunta: On viu el rinoceront?
Resposta:",en dos parcs,0.5, dos parcs protegits a nivell nacional
"Al tombant del segle xix al segle xx es van fundar diversos diaris al poble. El 1895 una colla de joves del poble van fer el diari humorístic quinzenal La Trompeta. Després aparegueren els també humorístics Chantecler i La sembra el 1910. El 1911 aparegué el primer diari no humorístic, el crític La Selva; i el 1917 el del Centre Regionalista, Renovació, i a la dècada del 1920 el mensual Joventut. Aquests diaris evidencien el dinamisme cultural al voltant del canvi de segle, però cap d'aquestes capçaleres arribà a la guerra civil. Abans d'entrar al segle xx, Llagostera comptava amb els elements culturals que marcarien el caràcter del municipi de les dècades següents.
----
Pregunta: Quants diaris es van fundar al poble al tombant del segle xix al segle xx?
Resposta: diversos
----
Pregunta: Qui va fer el diari humorístic La Trompeta?
Resposta: una colla de joves del poble
----
Pregunta: Amb què comptava Llagostera abans d'entrar al segle xx?
Resposta: amb els elements culturals que marcarien el caràcter del municipi de les dècades següents
----
Pregunta: Quina periodicitat tenia el diari Joventut?
Resposta: mensual
----
Pregunta: Quan van fer el diari La Trompeta la colla de joves del poble?
Resposta:",1895,0.6666666666666666, el 1895
"Els metges del Tercer Reich sabien que fumar pot causar malalties cardíaques, considerades les més serioses de totes les que poden originar del tabac. L'ús de nicotina de vegades es considerà el responsable de l'increment dels casos d'infarts miocardíacs arreu del país. Els últims anys de la Segona Guerra Mundial, els investigadors consideraren la nicotina com un dels factors que hi havia darrere dels infarts coronaris que tenien una quantitat significativa del personal militar al Front Oriental. Un patòleg del Heer examinà vint-i-dos soldats joves que havien mort d'infart miocardíac al front i documentà el 1944 que tots eren «fumadors entusiastes». Al report, hi citava l'opinió del patòleg Franz Buchner, que declarava els cigarrets com «un verí coronari de primera categoria».
----
Pregunta: Quants soldats joves examina el patòleg del Heer?
Resposta: vint-i-dos
----
Pregunta: Què sabien els metges del Tercer Reich?
Resposta: que fumar pot causar malalties cardíaques
----
Pregunta: De què havien mort els vint-i-dos soldats joves?
Resposta: d'infart miocardíac
----
Pregunta: On havien morts els vint-i-dos soldats joves d'infart miocardíac?
Resposta:",al front,0.0, A la part davantera
"En el darrer intent, l'any 1285, els francesos entraren pel territori rossellonès de Jaume II de Mallorca, germà de Pere el Gran, que per pacte estava obligat a deixar pas franc. Tot i l'alineació del seu rei amb els francesos, la població del Rosselló es va resistir a la invasió croada. Els primers combats amb els croats van tenir lloc al setge de Salses, on van caldre tres assalts per conquerir la ciutadella. Només van deixar pas franc les fortaleses de La Roca i Les Cluses, i els ciutadans es van revoltar a Perpinyà tancant les portes als croats després de la retirada francesa dels Pirineus, però finalment es va rendir amb el perdó del rei de França, i la resistència va concloure amb el setge d'Elna, que fou cremada provocant una matança. Els croats finalment acamparen a Elna i Perpinyà, mentre que els catalans, apostats al coll de Panissars, van impedir durant un mes l'entrada croada al sud de Catalunya.
----
Pregunta: Quants assalts van caldre per conquerir la ciutadella?
Resposta: tres
----
Pregunta: A qui van tancar les portes a Perpinyà?
Resposta: als croats
----
Pregunta: A què estava obligat Jaume II?
Resposta: a deixar pas franc
----
Pregunta: Per on entraren els francesos?
Resposta:",pel territori rossellonès,0.0, en 1285
"La primera vegada que Picasso va veure una obra de Velázquez cara a cara va ser durant l'estiu de 1895, quan va visitar el Museo del Prado amb tretze anys, en un viatge entre La Corunya i Màlaga. Segons va dir el mateix Picasso, «Vaig tenir l'oportunitat d'enfrontar-me, per primera vegada, als meus ídols. M'esperaven al Museo del Prado. Des d'aleshores em va quedar fixat a les retines, d'una manera obsessionant, el quadre de Velázquez Las Meninas. Crec que ja vaig prendre, encara que fos al subconscient, la decisió de realitzar la meva versió de Las Meninas. Que són les que ara estan, com a donació, a Barcelona.» L'artista aprofitaria la visita per dibuixar un parell d'esbossos dels caps dels personatges de El Bufó Calabacillas i El niño de Vallecas.
----
Pregunta: Quants anys tenia Picasso quan va veure per primer cop una obra de Velázquez?
Resposta: tretze
----
Pregunta: A quin museu va poder veure Picasso per primer cop una obra de Velázquez?
Resposta: Museo del Prado
----
Pregunta: Quin quadre li va quedar fixat a les retines a Picasso segons ell mateix?
Resposta: Las Meninas
----
Pregunta: De quins personatges va fer Picasso un parell d'esbossos en la seva visita al Museo del Prado?
Resposta:",El Bufó Calabacillas i El niño de Vallecas,1.0, El Bufó Calabacillas i El niño de Vallecas
"Els 17 immigrants majors d'edat que han arribat aquesta setmana a Mallorca i Menorca han estat posats en llibertat. No hi ha lloc, ni manera ni temps de traslladar-los a cap centre d'internament per a estrangers (CIE) i retornar-los, després, a Algèria, d'on fugen la majoria. Dels 54 immigrants arribats a les Pitiüses en sis embarcacions aquests darrers dies, només 30 tindran plaça a la península. Demà hi partiran amb un avió llogat per la delegació del govern espanyol. Els altres es quedaran al carrer. Com és preceptiu, els faran una identificació temporal d'un mes perquè puguin romandre a l'estat espanyol.
----
Pregunta: Quants immigrants han arribat a les Pitiüses aquests darrers dies?
Resposta: 54
----
Pregunta: D'on marxen la majoria dels immigrants?
Resposta:",Algèria,0.0, Mallorca i Menorca
"El major dels Mossos d'Esquadra, Josep Lluís Trapero, ha adreçat una carta a tots els membres del cos, en què els agraeix la feina que han fet en la gestió de l'atemptat i els diu que han esdevingut una referència per als ciutadans i les autoritats. 'Malgrat l'estat de xoc que una situació com aquesta provoca, tots i cadascun dels mossos i mosses vau reaccionar d'una manera exemplar', els diu. Afegeix que l'autor de l'atemptat de la Rambla va ser mort a Subirats 'en una altra actuació regida per la professionalitat', i lloa la feina prèvia en vista de la possibilitat que hi hagués un atemptat. 'Ens havíem preparat per a aquest moment: per assumir la responsabilitat i el colideratge en la nostra funció des de la perspectiva àmplia que Govern i societat ens han encomanat. I ho hem fet.' Així mateix, reconeix i agraeix l'esforç dels agents els dies següents a l'atemptat, durant els quals –diu– han donat 'sobradament la talla'. També té un record destacat per als catorze agents que van resultar ferits a conseqüència dels atemptats.
----
Pregunta: Quants agents van resultar ferits a conseqüència dels atemptats?
Resposta: catorze
----
Pregunta: Com es diu a la carta que van reaccionar els agents davant la situació?
Resposta: d'una manera exemplar
----
Pregunta: Què ha agraït Trapero als membres dels mossos en una carta?
Resposta:",la feina que han fet en la gestió de l'atemptat,0.6, Pel treball que han realitzat en la gestió de l'atac
"Stop Mare Mortum ha repartit aquest divendres 11.000 exemplars de diaris gratuïts amb propostes en matèria d'asil per a les eleccions del 28-A. L'acció ha començat a les 7 del matí i ha tingut lloc a les parades de metro de Plaça Catalunya, l'estació de Sants, Plaça d'Espanya, Fabra i Puig i el Campus Diagonal. La iniciativa busca visibilitzar la “manca de voluntat política” per abordar qüestions com el refugi, el salvament marítim o l'externalització de fronteres. Després d'analitzar tots els programes polítics, la plataforma exigeix als partits desenvolupar el reglament de la Llei d'asil, pendent des del 2009, acabar amb les expulsions en calent i les polítiques d'externalització de fronteres i reforçar figures com el Salvament Marítim. Alhora, Stop Mare Mortum demana aplicar l'article 38 de la Llei d'asil, que entenen que permetria iniciar el procediment de sol·licitud de protecció internacional en ambaixades i consolats en país d'origen o trànsit. També reclama complir amb la sentència del Tribunal Suprem en què l'estat a d'acollir 19.449 persones compromeses des de Grècia i Itàlia, establir vies legals i segures d'accés a visats humanitaris o corredors humanitaris, facilitar la reagrupació familiar i eliminar els obstacles a l'accés al dret d'Asil com la impossibilitat d'accedir a les oficines d'asil de Ceuta i Melilla.
----
Pregunta: Quants exemplars de diaris gratuïts han repartit?
Resposta: 11.000
----
Pregunta: De quina llei exigeixen que es desenvolupi el reglament?
Resposta: Llei d'asil
----
Pregunta: A quina hora ha començat l'acció?
Resposta:",a les 7 del matí,0.0, 07:00 h
"Al final de l'avinguda i al peu de la muntanya es construí la famosa Font màgica de Montjuïc, obra de Carles Buïgas, que astorà el públic pel seu fantàstic joc de llums i brolladors d'aigua; encara avui és una obra emblemàtica de la capital catalana, on solen celebrar-se espectacles piromusicals a les festes de la Mercè. És de forma el·lipsoidal, formada per tres estanys concèntrics a diferents nivells, amb 65 m de diàmetre en la seva part més ampla. Accionada per un motor de 1.100 CV, té un cabal de 2600 l/s, amb trenta jocs d'aigua diferents, amb les seves corresponents coloracions graduals, basades en cinc colors: groc, blau, verd, vermell i blanc. Fou construïda per tècnics de la companyia Westinghouse.
----
Pregunta: Quants jocs d'aigua diferents té la Font màgica de Montjuïc?
Resposta: trenta
----
Pregunta: De qui és obra la Font màgica de Montjuïc?
Resposta:",Carles Buïgas,1.0, Carles Buïgas
"Andorra obrirà, el primer trimestre de l'any 2020, un nou Servei d'informació sexual i reproductiva, on les dones que estiguin decidides a interrompre voluntàriament l'embaràs podran saber quines opcions tenen per a fer-ho; sempre fora d'Andorra, atès que aquesta pràctica està totalment prohibida al país. L'objectiu és centralitzar en un únic punt l'atenció que fins ara es feia repartida entre diferents departaments. Tot i que la persona responsable del servei serà una llevadora o una infermera especialitzada, s'han format en aquest àmbit nou professionals de disciplines diferents. Entre ells hi haurà un jurista, que els podrà resoldre dubtes i assessorar en temes legals.
----
Pregunta: Quants professionals s'han format per donar atenció en aquest servei?
Resposta: nou
----
Pregunta: Quin servei obrirà Andorra?
Resposta:",Servei d'informació sexual i reproductiva,0.0, Nou
"La fluorita és emprada per una gran varietat d'activitats malgrat que és un mineral difícil de treballar degut a la seva fragilitat. Els usos principals són la metal·lúrgia, la ceràmica i la indústria química; també és utilitzada en la indústria òptica i pels lapidaris. El fluoespar, el nom amb què s'anomena la fluorita quan es ven processada o en grans quantitats, es divideix en tres graus diferents: àcid, ceràmic i metal·lúrgic. L'ús principal de la fluorita ha estat la producció d'àcid fluorhídric, material essencial en la fabricació de criolita sintètica i de fluorur d'alumini per a la indústria de l'alumini, i en moltes altres així com que aplicacions de la indústria química. La fluorita és un flux comú en la fosa d'acer. També és usada en la indústria del ciment per incorporar altres materials al clínquer i en la fabricació d'abrasius i articles de soldadura. També és usada, mitjançant complexos processos de tractaments, per a la fabricació d'objectius d'aparells òptics d'alta qualitat, com ara lents apocromàtiques en microscopis i telescopis. La varietat clorofana s'utilitza com a gemma.
----
Pregunta: En quants graus diferents es divideix el fluoespar?
Resposta: tres
----
Pregunta: Què fa que la fluorita sigui un mineral difícil de treballar?
Resposta: la seva fragilitat
----
Pregunta: Quins són els usos principals de la fluorita?
Resposta: la metal·lúrgia, la ceràmica i la indústria química; també és utilitzada en la indústria òptica i pels lapidaris
----
Pregunta: Per a què és emprada la fluorita?
Resposta:",per una gran varietat d'activitats,0.0," metal·lúrgia, ceràmica i indústria química; també s'utilitza en la indústria òptica i lapidària"
"El revers és més característic de l'espècie. Als dos sexes el revers és gris, sense lúnules taronges pròpies d'algunes espècies del gènere Polyommatus i Aricia, tot i que és possible que hi siguin però dissimulats amb la coloració grisa. Ales anteriors amb una franja postdiscal de 6 punts lleugerament corbada i un altre allargat a la cel·la, en alguns exemplars a penes visible. Ales posteriors amb una altra de postdiscal encara més corbada, formada per un total de 8 ò 9 punts, un punt més a la regió discal de S7 i un últim a la cel·la; aquests darrers poden ser complicats d'apreciar depenent de l'individu.
----
Pregunta: Quants punts formen l'ala postdiscal?
Resposta: 8 ò 9 punts
----
Pregunta: Com és la franja de les ales anteriors?
Resposta: postdiscal de 6 punts lleugerament corbada
----
Pregunta: Què és el més característic de l'espècie?
Resposta: El revers
----
Pregunta: De quin color és el revers als dos sexes?
Resposta:",gris,1.0, Gris
"Die tote Stadt és l'obra més famosa d'aquest compositor nascut a Brno (1897) però educat a Viena, on el seu pare Julius va ser un crític musical influent. Tenia vint-i-tres anys quan Die tote Stadt es va estrenar amb èxit, però aviat va haver de sumar-se a la diàspora provocada pel nazisme i es va establir a Los Angeles. Aquí va crear una important escola com a músic de cinema, però els seus èxits anteriors van ser oblidats a Europa.
----
Pregunta: Quants anys tenia quan es va estrenar l'opera?
Resposta: vint-i-tres anys
----
Pregunta: Com es deia el seu pare?
Resposta: Julius
----
Pregunta: On va néixer el compositor?
Resposta: Brno
----
Pregunta: En quina ciutat va ser educat?
Resposta:",Viena,1.0, Viena
"Atesa la topografia mexicana, a Mèxic hi ha pocs rius molt extensos o llacs naturals. Els rius més importants són el riu Lerma, que neix a la conca de Toluca, omple el llac de Chapala, el més gran de Mèxic, i desemboca a l'oceà Pacífic. El riu Pánuco neix a l'Altiplà, creua la serra Madre Oriental i desemboca al golf de Mèxic. El riu Balsas drena la Depressió del Balsas i altres regions del sud de l'Altiplà Mexicà, creua la serra Madre del Sud i desemboca a l'oceà Pacífic, al sud. El Grijalva i l'Usumacinta formen un sistema que drena les serralades de Chiapas i, com el riu Papaloapan, desemboca al golf de Mèxic. Altres llacs, com ara el Pátzcuaro i Cuitzeo, són els romanents dels vastos llacs i pantans que cobrien la major part del sud de l'Altiplà abans de l'arribada dels europeus.
----
Pregunta: Quants llacs naturals hi ha a Mèxic?
Resposta: pocs
----
Pregunta: Què drena el riu Balsas?
Resposta: la Depressió del Balsas i altres regions del sud de l'Altiplà Mexicà
----
Pregunta: On neix el riu Lerma?
Resposta: a la conca de Toluca
----
Pregunta: Quin és el llac més gran de Mèxic?
Resposta: el llac de Chapala
----
Pregunta: En quin oceà desemboca el riu Lerma?
Resposta:",Pacífic,0.6666666666666666, Oceà Pacífic
"Dels satèl·lits de Júpiter, vuit són satèl·lits regulars amb òrbites prògrades i gairebé circulars que no estan gaire inclinades respecte el pla equatorial jovià. Quatre d'aquests vuit són els satèl·lits galileans, que són gairebé esfèrics a causa de la seva massa planetària, i serien considerats com a mínim planetes nans si estiguessin en òrbita directa al voltant del Sol. Els altres quatre (Metis, Adrastea, Amaltea i Tebe) són molt més petits i propers a Júpiter, i són font de la pols que constitueix els seus anells. La resta de llunes són satèl·lits irregulars, les òrbites prògrades i retrògrades dels quals estan molt més allunyades del planeta i tenen elevades inclinacions i excentricitats; aquestes llunes foren probablement capturades per Júpiter de l'òrbita solar. Vint-i-dos dels satèl·lits irregulars encara no han estat anomenats oficialment.
----
Pregunta: Quants satèl·lits de Júpiter són regulars?
Resposta: vuit
----
Pregunta: Com serien considerats com a mínim els satèl·lits galileans si estiguessin en l'òrbita solar?
Resposta: planetes nans
----
Pregunta: Com són els satèl·lits galileans?
Resposta: gairebé esfèrics
----
Pregunta: Què són la resta de llunes de Júpiter?
Resposta:",satèl·lits irregulars,0.0, irregular
"Des de l'any 2010 els mitjans de comunicació locals i internacionals s'han fet ressò del gran nombre de robatoris que tenen lloc al suburbà barceloní de FMB. L'any 2010 els Mossos d'Esquadra van rebre 60 denúncies diàries per robatoris al metro, sobretot a la L3 i a l'estiu L4, i l'any 2011 uns 150 robatoris al dia amb un total de 3.700 furts el primer trimestre. Segons la cancelleria nipona un de cada tres japonesos que visiten Barcelona han estat víctimes de robatori al metro.
----
Pregunta: Quants japonesos que visiten Barcelona han estat víctimes de robatori?
Resposta: un de cada tres
----
Pregunta: De què s'han fet ressò mitjans locals i internacionals del suburbà de Barcelona?
Resposta: del gran nombre de robatoris
----
Pregunta: On es produeixen sobretot els robatoris?
Resposta: a la L3 i a l'estiu L4
----
Pregunta: Quantes denúncies van rebre els Mossos el 2010?
Resposta:",60 denúncies diàries,0.5, 60
"Ricardo Costa, ex-secretari general del PP valencià, va declarar ahir al jutjat número 17 de València pel cas de la Fórmula 1, en el qual va implicar encara més a l'ex-president de la Generalitat Francisco Camps. Costa va explicar que l'empresari José Mayor Oreja, germà de l'ex-ministre d'Aznar, li va pagar 150.000 euros en negre per a 'la campanya de Mariano [Rajoy]'. Mayor Oreja, era representant de la constructora FCC, que va rebre l'adjudicació d'una de les obres del circuit de Fórmula 1. El jutjat investiga si aquest pagament, fet en bitllets de 500 euros, era una comissió per aconseguir l'obra. Costa ha relatat que va rebre a Mayor Oreja el 2008, mesos abans que es fes el primer gran premi. Segons l'ex-secretari general, fou Vicente Rambla, ex-vice-president de la Generalitat, qui li va demanar que es reunís amb l'empresari.
----
Pregunta: Quants diners afirma Ricardo Costa que li va pagar en negre Mayor Oreja?
Resposta: 150.000 euros
----
Pregunta: Qui va prestar declaració al jutjat número 17 de València?
Resposta: Ricardo Costa
----
Pregunta: Quina constructora va obtenir l'adjudicació d'una de les obres del circuit de Fórmula 1?
Resposta:",FCC,1.0, FCC
"El 1773 els xuetes designaren un grup de sis diputats, coneguts popularment amb el nom de perruques pel luxós guarniment que portaven en les seves gestions, perquè s'adreçassin al Rei Carles III reclamant la plena igualtat social i jurídica amb la resta de mallorquins. Des de la Cort s'acordà realitzar consultes a les institucions mallorquines, les quals s'oposaren de manera frontal i decidida a les pretensions dels descendents dels conversos. Tot plegat va portar a un procés llarg i costós, en el qual les parts posaren sobre la taula els seus arguments de manera apassionada. Els documents que en donen fe són una prova de fins a quin punt la discriminació era un fet amb profundes arrels ideològiques i de la perseverança dels xuetes en les seves exigències d'igualtat.
----
Pregunta: Quants diputats designaren els xuetes?
Resposta: sis
----
Pregunta: Qui es va oposar a les aspiracions dels descendents conversos?
Resposta: les institucions mallorquines
----
Pregunta: Què s'acordà des de la Cort?
Resposta: realitzar consultes a les institucions mallorquines
----
Pregunta: Què van posar les parts sobre la taula?
Resposta: els seus arguments
----
Pregunta: Quan van designar els xuetes un grup de sis diputats?
Resposta:",1773,0.6666666666666666, en 1773
"Els tiranosauroïdeus eren carnívors bípedes, com la majoria de teròpodes, i es caracteritzaven per nombrosos caràcters ossis, especialment del crani i la pelvis. Al principi, els tiranosauroïdeus eren uns depredadors petits dotats d'uns braços llargs amb tres dits. Els gèneres del Cretaci superior assoliren una mida molt més gran, incloent-hi alguns dels depredadors terrestres més grans que mai han existit, però la majoria de gèneres tardans tenien braços relativament petits amb només dos dits. S'han trobat plomes primitives a Dilong, un tiranosauroïdeu primitiu de la Xina, que podrien haver estat presents en altres tiranosauroïdeus. Les crestes òssies cranials de molts tiranosauroïdeus, de forma i mida variades, podrien haver tingut funcions d'exhibició.
----
Pregunta: Quants dits tenien els tiranosauroïdes?
Resposta: dos
----
Pregunta: Com eren al principi els tiranosauroïdeus?
Resposta: depredadors petits dotats d'uns braços llargs amb tres dits
----
Pregunta: En quin exemplar de tiranosauroïdeus s'han trobat plomes primitives?
Resposta:",Dilong,1.0, Dilong
"Interessat de jove per l'escultura, la trajectòria artística de Moore abasta una seixantena d'anys. Va rebre influències diverses, des de les talles dels pobles nadius de l'Àfrica i de l'Amèrica precolombina fins a moviments d'avantguarda com el cubisme i el surrealisme, que conegué a París durant els anys 1920 i 1930. Amb tot, Moore no s'abandonà totalment a cap corrent en concret, sinó que cercà un camí propi, basat en l'observació de la natura, el paisatge i la figura humana, que es traduí en obres vitals, de gran humanitat, que s'adiuen amb una de les seves màximes més cèlebres: «Ser artista és creure en la vida».
----
Pregunta: Quants anys de trajectòria té?
Resposta: una seixantena
----
Pregunta: Què cercà Moore?
Resposta: un camí propi
----
Pregunta: Quines talles el van influenciar?
Resposta:",dels pobles nadius,0.0," 1,5 m"
"L'escrit a mà, en el seu estat actual, comença amb un fragment de la llista de noms hebreus, que ocupa la primera columna de l'anvers del foli 1. L'altra columna d'aquest foli està ocupada per una miniatura dels quatre símbols dels evangelistes, avui lleugerament esborrada. La miniatura està orientada de tal manera que el llibre ha de girar-se 90 graus per examinar-la. El tema dels quatre símbols dels evangelistes està present de l'inici a la fi de l'obra: gairebé sempre sels representa junts, amb l'objectiu de subratllar i afirmar la unitat del missatge dels quatre evangelis.
----
Pregunta: Quants graus ha de girar-se el llibre per examinar la miniatura?
Resposta: 90 graus
----
Pregunta: Com comença l'escrit a mà en el seu estat actual?
Resposta: amb un fragment de la llista de noms hebreus
----
Pregunta: Quant ocupa la llista de noms hebreus?
Resposta:",la primera columna de l'anvers del foli 1,0.4, 1 columna
"Dotze entitats catalanes de pes social presenten l'Informe sobre la situació política i la vulneració de drets fonamentals a Catalunya. El document està pensat per explicar a organitzacions de drets humans de la resta del món el moment polític actual al nostre país i les violacions de drets fonamentals que, a parer de les entitats, es cometen contra el procés democràtic i pacífic cap a la independència de Catalunya. El document, de cinc pàgines en anglès, es presentarà a l'Espai Vilaweb (c/ Ferlandina, 43 baixos, de Barcelona) avui a les 7 de la tarda en un acte obert a tothom. L'informe conté set apartats: Tradició institucional de Catalunya, Reconeixement de Catalunya com a nació, L'estatut de 2006 i la sentència de 2010, Rebuig popular a la sentència, Resposta de les institucions catalanes a la demanda popular, i persecució judicial de l'estat, Violacions per l'estat espanyol dels drets del Parlament de Catalunya i els seus membres, i Judicialització d'un contenciós polític. Conclou que l'estat espanyol no respecta la llibertat d'expressió i opinió, impedeix l'exercici lliure de la representació política, i no garanteix la imparcialitat de la justícia. A l'acte, representants de les entitats explicaran les gestions que pensen fer a partir d'ara, per a difondre el text, i també faran una crida al món associatiu de Catalunya perquè s'adhereixi a aquesta iniciativa i hi col·labori.
----
Pregunta: Quants apartats conté el document?
Resposta: set
----
Pregunta: Què no respecta l'estat espanyol segons les conclusions de l'informe?
Resposta: la llibertat d'expressió i opinió
----
Pregunta: On es presentarà el document que han realitzat les dotze entitats catalanes?
Resposta:",a l'Espai Vilaweb,0.22222222222222224," Espai Vilaweb (carrer Ferlandina, 43 baixos, Barcelona)"
"Després d'una complicada producció, L'Imperi contraataca va ser estrenada el 21 de maig de 1980. Al principi va rebre crítiques mixtes, tot i que des de la seva estrena anà guanyant punts fins a esdevenir la més aclamada de la saga per la crítica i una de les pel·lícules més altament qualificades de tots els temps. La pel·lícula ha recaptat més de 538 milions de dòlars a tot el món entre la seva estrena original i les múltiples reedicions. Si es té en compte l'ajustament degut a la inflació, es tracta de la 12a pel·lícula més taquillera dels Estats Units i Canadà de tots els temps fins a l'any 2012.
----
Pregunta: Quants diners ha recaptat la pel·lícula?
Resposta: més de 538 milions de dòlars
----
Pregunta: Com va ser la producció?
Resposta: complicada
----
Pregunta: Quina posició ocupa entre les pel·lícules més taquilleres dels Estats Units i Canada fins a l'any 2012?
Resposta:",12a,1.0, 12a
"Una vida pel tsar narra el fet històric de la autoimmolació el 1613 de l'intrèpid camperol Ivan Sussanin per impedir que l'exèrcit polonès matés a Miquel I, primer tsar de la Dinastia Romànov recentment elegit amb setze anys per l'Assemblea dels Boiars. Un fet que havia quedat gravat a la memòria popular durant segles i que havia tornat a despertar en la consciència del poble rus amb la Guerra Patriòtica de 1812. En l'òpera, els polonesos apareixen representats com els enemics del poble rus, el que excitava el fanatisme dels assistents en contra de l'independentisme polonès sotmès brutalment tan sols uns anys abans, un públic que durant tota la representació manifestava els seus més baixos instints posats en peu cada vegada que sortien els diabòlics polonesos a escena.
----
Pregunta: Quants anys tenia Miquel I quan va ser elegit tsar?
Resposta: setze
----
Pregunta: Qui és va autoimmolar?
Resposta: l'intrèpid camperol Ivan Sussanin
----
Pregunta: Per què es va autoimmolar Ivan Sussanin?
Resposta: per impedir que l'exèrcit polonès matés a Miquel I
----
Pregunta: A quina dinastia pertanyia Miquel I?
Resposta: Dinastia Romànov
----
Pregunta: Quan es va autoimmolar Ivan Sussanin?
Resposta:",1613,1.0, 1613
"Generalment realitzava de quatre a vuit dibuixos preliminars, on dissenyava la composició de la pintura. A vegades emprava un quadriculat per a regular l'exactitud de les proporcions. Un cop en el quadre, calculava cada línia i establia els límits de les formes i volums, així com la posició de les figures i altres elements de l'obra, tot segons proporcions geomètriques —especialment mitjançant la utilització de la secció àuria—, sovint subdividint l'amplada i l'alçada en terços i quarts. En general, en les seves composicions establia en primer lloc la línia de l'horitzó, que solia situar a dos cinquens d'altura del llenç. La disposició solia ser ortogonal, amb el punt de fuga a l'horitzó, on generalment se situa el sol, que sovint és l'eix de la composició, ja que la difracció dels seus raigs defineix l'espai i assenyala els distints plans en què es divideix l'obra. Aquesta alternança de plans, marcant simètricament la composició per etapes, recorda el mètode utilitzat per Poussin; tot i així, els seus mètodes compositius eren distints: així com Poussin componia els seus quadres a partir d'un espai cúbic buit, amb objectes que van retrocedint per etapes ben delimitades, Claude recreava un espai més lliure i dinàmic, procurant dirigir la mirada de l'espectador cap a l'infinit, on situava un horitzó d'ampla traça.
----
Pregunta: Quants dibuixos preliminars realitzava?
Resposta: de quatre a vuit
----
Pregunta: Què és sovint l'eix de la composició?
Resposta:",el sol,0.0, l'horitzó
"El mateix any de la mort de Kennedy amics i familiars fundaren la Robert F. Kennedy Center for Justice and Human Rights. Amb seu a Washington DC i Nova York, el seu objectiu era crear un memorial dinàmic del senador assassinat i ser un observatori de la justícia social i de defensa dels drets humans internacionals. Anualment ofereix tres premis relacionats amb els drets humans, i té dos programes destinats a la promoció d'aquests drets i a la inversió de diners en comerç just. Té una franquícia a Europa amb seu a Florència (Itàlia).
----
Pregunta: Quants premis ofereix relacionats amb els drets humans la Robert F. Kennedy Center for Justice and Human Rights?
Resposta: tres
----
Pregunta: Qui va fundar la Robert F. Kennedy Center for Justice and Human Rights?
Resposta: amics i familiars
----
Pregunta: On és la seu de la Robert F. Kennedy Center for Justice and Human Rights?
Resposta: Washington DC i Nova York
----
Pregunta: On té una franquícia la Robert F. Kennedy Center for Justice and Human Rights?
Resposta: a Europa
----
Pregunta: Quan es va fundar la Robert F. Kennedy Center for Justice and Human Rights?
Resposta:",El mateix any de la mort de Kennedy,0.0, 1968
